Cust ID,Order #,Order Date,Total $,SKU Category,Qty
C0301,ORD105839,2024-08-11,$1153.16,Sports,1
C0277,ORD108859,10-02-2024,$123.82,Accessories,1
C0671,ORD100670,Feb 15 2024,309.06,,6
C0017,ORD107603,04-06-2024,$264.89,Sports,1
C0660,ORD101115,2024-07-17,528.33,Sports,1
C0575,ORD107022,02/25/2024,1031.72,Sports,3
C0369,ORD103702,05-10-2024,592.28,Home,3
C0571,ORD103169,Jun 13 2024,213.02,Beauty,8
C0417,ORD103299,2024-07-14,$567.92,Sports,2
C0163,ORD105025,27-12-2024,889.45,Accessories,8
C0974,ORD108171,Oct 18 2024,$41.08,Accessories,2
C0178,ORD108199,2024-09-20,179.53,Beauty,8
C0275,ORD109270,10/27/2024,$992.58,Beauty,7
C0711,ORD100710,Jan 18 2024,$428.15,Home,5
C0489,ORD104928,2024-02-28,888.28,Home,4
C0672,ORD101952,08-10-2024,903.71,Electronics,2
C0200,ORD108842,13-03-2024,1103.81,Sports,7
C0893,ORD106365,May 11 2024,$229.83,Sports,7
C0478,ORD107497,05/28/2024,$26.95,Footwear,5
C0603,ORD101094,Jan 06 2024,"1,068.61",Apparel,8
C0433,ORD104293,Mar 13 2024,1159.86,Electronics,3
C0551,ORD102335,08/11/2024,617.79,Sports,4
C0979,ORD103823,2024-01-07,$1098.38,Beauty,3
C0213,ORD100212,06-04-2024,$577.45,Electronics,3
C0752,ORD105948,Aug 19 2024,88.99,,6
C0994,ORD103675,22-10-2024,208.48,Sports,4
C0957,ORD107692,03/29/2024,$937.04,Home,1
C0194,ORD103325,06/09/2024,$1126.01,Accessories,2
C0458,ORD105446,05-07-2024,"1,148.61",Home,2
C0998,ORD100997,09/09/2024,$944.18,Electronics,8
C0655,ORD106534,18-11-2024,"1,027.94",Footwear,1
C0262,ORD105721,Jul 01 2024,"1,075.23",,5
C0311,ORD108898,2024-11-02,661.44,Home,3
C0355,ORD103357,Feb 26 2024,$377.74,,5
C0686,ORD102373,Jun 12 2024,939.92,Apparel,4
C0138,ORD102490,Jul 12 2024,$717.56,Home,5
C0168,ORD104247,09/11/2024,1036.85,Beauty,2
C0541,ORD107392,2024-10-22,$1036.13,Accessories,8
C0820,ORD101117,10/04/2024,$816.62,Footwear,3
C0913,ORD107736,2024-03-24,$1046.53,Accessories,3
C0858,ORD102565,2024-03-23,$1007.28,Apparel,1
C0426,ORD105778,2024-05-15,524.45,Electronics,6
C0100,ORD102216,04-12-2024,383.22,Footwear,6
C0368,ORD108597,Nov 27 2024,$103.13,Footwear,1
C0918,ORD101893,2024-06-02,382.31,Electronics,8
C0767,ORD104018,07/28/2024,$396.45,Sports,2
C0691,ORD107479,2024-09-13,652.94,Home,6
C0163,ORD102826,2024-06-02,529.52,,1
C0945,ORD100944,09/04/2024,$442.50,Footwear,7
C0414,ORD100413,2024-09-19,460.91,Accessories,4
C0855,ORD104989,05-03-2024,876.76,Apparel,4
C0116,ORD106506,04/17/2024,-$260.94,Home,4
C0150,ORD101950,Oct 09 2024,$1158.61,Sports,1
C0462,ORD104028,Apr 08 2024,$895.77,Electronics,7
C0511,ORD108119,20-05-2024,437.96,,4
C0460,ORD107017,19-06-2024,$1005.54,Beauty,1
C0036,ORD103031,2024-12-27,$856.03,Accessories,1
C0061,ORD100060,2024-05-02,"1,172.74",,8
C0921,ORD103406,02-07-2024,$346.42,Beauty,1
C0518,ORD107735,23-07-2024,-$146.70,Sports,4
C0333,ORD100332,02-07-2024,$340.94,Apparel,6
C0044,ORD100043,02-11-2024,$765.85,,8
C0664,ORD101415,25-06-2024,$760.88,Home,4
C0556,ORD105986,07-07-2024,1181.55,Beauty,4
C0614,ORD104337,06/18/2024,$38.69,Home,6
C0869,ORD100868,Jun 21 2024,$240.41,Footwear,1
C0770,ORD104562,14-05-2024,194.41,Accessories,4
C0034,ORD101834,04-03-2024,$379.40,Accessories,3
C0763,ORD109636,2024-12-08,$608.19,Beauty,7
C0056,ORD105356,01/05/2024,$577.33,,2
C0356,ORD105547,Nov 20 2024,-$163.62,Beauty,2
C0913,ORD108274,2024-10-11,$361.97,Beauty,1
C0035,ORD108193,03/29/2024,668.50,Accessories,7
C0088,ORD103313,Jan 19 2024,$1071.52,Apparel,1
C0862,ORD106948,2024-07-19,$1191.07,Beauty,4
C0448,ORD101204,24-01-2024,"1,068.13",Beauty,2
C0845,ORD101084,May 22 2024,625.05,Accessories,6
C0588,ORD108714,Oct 28 2024,$679.49,Accessories,8
C0815,ORD108559,27-05-2024,$709.79,Beauty,6
C0350,ORD104677,29-10-2024,179.80,Accessories,4
C0033,ORD103152,2024-12-18,874.69,Apparel,7
C0267,ORD106658,Jan 20 2024,43.58,Sports,6
C0773,ORD107057,12/12/2024,$93.78,Electronics,7
C0490,ORD109347,07/06/2024,1029.73,Sports,5
C0844,ORD101041,Mar 31 2024,594.58,Accessories,3
C0010,ORD105620,2024-06-11,645.99,Sports,4
C0227,ORD101061,04/11/2024,$307.05,Accessories,8
C0594,ORD102793,Jun 13 2024,"1,187.34",Footwear,7
C0762,ORD106007,2024-08-31,842.90,,3
C0578,ORD101856,2024-03-25,$990.48,Accessories,6
C0957,ORD109161,26-08-2024,31.35,Sports,6
C0202,ORD106192,Aug 20 2024,$82.82,Accessories,4
C0550,ORD107252,2024-12-12,742.83,Footwear,4
C0629,ORD106418,Oct 19 2024,489.33,Sports,5
C0272,ORD107796,2024-03-18,,Accessories,1
C0643,ORD107776,05/09/2024,"1,065.60",Sports,2
C0836,ORD101600,13-05-2024,$789.78,Apparel,3
C0629,ORD102886,09/06/2024,914.34,Footwear,1
C0954,ORD101144,24-07-2024,117.31,Apparel,3
C0624,ORD102637,Jan 15 2024,1076.69,Apparel,8
C0003,ORD109075,23-05-2024,162.11,Accessories,2
C0871,ORD100870,Jan 30 2024,378.42,Footwear,4
C0220,ORD106097,29-03-2024,412.32,Home,1
C0856,ORD103067,08/04/2024,980.71,Footwear,7
C0312,ORD107376,Jan 30 2024,489.02,Accessories,7
C0332,ORD101243,Mar 20 2024,$74.49,Electronics,3
C0091,ORD109894,2024-05-28,,Sports,1
C0856,ORD104873,22-08-2024,190.67,Footwear,5
C0774,ORD107160,06/05/2024,$1022.54,Accessories,6
C0247,ORD109895,04-02-2024,$978.31,Beauty,6
C0871,ORD104005,2024-08-29,499.14,Accessories,2
C0017,ORD102037,09/28/2024,$806.16,Electronics,3
C0813,ORD105379,2024-05-17,440.58,Sports,3
C0499,ORD102558,08/16/2024,649.73,Home,7
C0655,ORD103777,Jan 14 2024,679.53,Footwear,2
C0347,ORD101640,15-01-2024,$379.25,Apparel,5
C0350,ORD105018,08/30/2024,$1119.37,Beauty,3
C0012,ORD100011,2024-03-07,$21.28,Electronics,5
C0134,ORD102027,Jun 03 2024,936.25,Sports,2
C0601,ORD104961,2024-05-16,221.60,Sports,2
C0938,ORD105914,18-10-2024,701.14,Apparel,4
C0592,ORD101233,26-08-2024,841.27,,4
C0514,ORD108256,16-03-2024,525.91,Sports,6
C0557,ORD105364,2024-11-15,$725.57,Electronics,7
C0115,ORD101058,Jun 09 2024,$269.53,Home,3
C1000,ORD101059,Feb 23 2024,85.74,Apparel,3
C0062,ORD107075,18-01-2024,632.89,Sports,7
C0662,ORD108487,12-04-2024,438.05,Accessories,7
C0505,ORD106904,2024-08-27,897.69,Apparel,1
C0477,ORD103249,12/24/2024,628.68,,3
C0253,ORD104497,2024-12-26,$294.61,Footwear,4
C0904,ORD108789,2024-08-19,,Home,4
C0548,ORD102634,03/18/2024,648.98,Beauty,5
C0940,ORD101691,2024-05-04,1013.92,Beauty,1
C0085,ORD106903,08-03-2024,297.63,Beauty,3
C0809,ORD101714,2024-07-26,-$585.20,Footwear,5
C0540,ORD100539,23-10-2024,511.15,Beauty,1
C0216,ORD104627,20-05-2024,$1192.34,Apparel,1
C0464,ORD105828,Aug 13 2024,920.23,Sports,7
C0639,ORD103294,22-05-2024,30.45,Beauty,2
C0746,ORD100745,2024-08-19,434.82,Sports,5
C0765,ORD101596,04/25/2024,,Accessories,8
C0365,ORD105234,06-02-2024,$155.20,,7
C0474,ORD104939,24-09-2024,$779.98,,3
C0786,ORD108916,Mar 28 2024,1010.55,Beauty,7
C0701,ORD109338,Aug 10 2024,31.93,Sports,3
C0485,ORD106724,Aug 28 2024,$482.53,Electronics,6
C0489,ORD109121,2024-04-24,$696.83,Accessories,7
C0787,ORD107726,Sep 15 2024,$575.20,Apparel,2
C0158,ORD109422,2024-06-06,637.71,Sports,3
C0779,ORD106033,10/04/2024,788.63,Apparel,6
C0106,ORD104917,2024-05-28,571.18,Home,2
C0049,ORD103391,07/05/2024,$645.97,Home,2
C0786,ORD103760,02-07-2024,835.01,Footwear,6
C0402,ORD101121,Dec 05 2024,$320.59,Apparel,7
C0234,ORD107895,Nov 28 2024,$155.14,Apparel,6
C0509,ORD103932,Apr 01 2024,"1,056.83",,4
C0694,ORD106896,2024-08-19,249.70,Footwear,2
C0393,ORD103942,25-02-2024,676.63,Footwear,3
C0887,ORD106644,06/11/2024,30.56,Footwear,3
C0112,ORD103043,Aug 19 2024,886.69,Sports,4
C0444,ORD102552,Sep 11 2024,637.13,Home,3
C0600,ORD109382,2024-02-26,756.81,Beauty,4
C0014,ORD105647,2024-08-10,$96.31,Home,2
C0678,ORD100677,01/08/2024,$1013.76,Accessories,7
C0804,ORD107924,24-12-2024,$1131.91,Footwear,3
C0745,ORD104856,04/01/2024,384.07,Sports,2
C0938,ORD104800,12/26/2024,"1,133.13",Apparel,7
C0038,ORD106186,15-03-2024,$1184.62,Footwear,4
C0029,ORD102692,06/06/2024,212.24,Home,7
C0383,ORD108959,07-06-2024,963.53,Apparel,7
C0794,ORD106000,28-05-2024,$896.03,,7
C0253,ORD100252,22-06-2024,756.92,Beauty,6
C0814,ORD109175,02/21/2024,$850.55,Home,2
C0995,ORD106327,Oct 22 2024,155.63,Apparel,6
C0588,ORD105747,2024-03-06,726.97,,7
C0878,ORD105655,25-03-2024,580.12,Home,1
C0248,ORD109652,2024-06-21,385.55,Footwear,6
C0343,ORD104898,05/07/2024,$24.93,,5
C0779,ORD101570,Nov 25 2024,$398.88,Footwear,6
C0321,ORD108934,Jul 23 2024,281.18,Accessories,8
C0870,ORD103955,2024-01-22,$752.16,Electronics,4
C0171,ORD105765,May 28 2024,$754.89,Electronics,4
C0114,ORD100113,Apr 30 2024,$25.35,Beauty,5
C0405,ORD101798,Apr 17 2024,999.19,Apparel,8
C0249,ORD105962,24-01-2024,408.75,Electronics,1
C0252,ORD100251,09/30/2024,794.14,,5
C0830,ORD100829,2024-05-19,544.40,Electronics,4
C0552,ORD105873,Sep 07 2024,230.61,Footwear,8
C0702,ORD104533,2024-06-14,246.95,Home,7
C0880,ORD109475,2024-12-26,$255.27,Electronics,5
C0261,ORD101574,10-02-2024,$225.06,Home,2
C0889,ORD106123,12-05-2024,500.21,Home,7
C0892,ORD107418,11/15/2024,274.45,Sports,1
C0681,ORD100680,2024-11-27,656.16,Accessories,3
C0596,ORD103757,20-02-2024,41.98,Sports,8
C0013,ORD109508,2024-06-24,1153.46,Beauty,5
C0063,ORD107093,Nov 20 2024,400.66,Home,7
C0900,ORD104828,2024-11-07,"1,119.50",Beauty,1
C0212,ORD102140,08/12/2024,$790.73,Accessories,8
C0150,ORD102014,May 13 2024,$123.50,,6
C0788,ORD102936,11/11/2024,723.79,Apparel,8
C0818,ORD100817,21-06-2024,1054.34,Beauty,2
C0850,ORD106918,2024-03-17,$275.50,Electronics,7
C0716,ORD105153,Oct 22 2024,$592.55,Home,2
C0239,ORD103478,2024-06-01,370.61,Accessories,7
C0973,ORD100972,06/01/2024,$822.52,Beauty,8
C0153,ORD100152,09/26/2024,843.12,Electronics,6
C0483,ORD103561,04/19/2024,$315.67,,6
C0913,ORD100912,Dec 11 2024,429.17,,3
C0782,ORD106417,12-07-2024,"1,191.75",Apparel,5
C0581,ORD108798,2024-09-04,913.35,Beauty,7
C0420,ORD104242,2024-02-19,816.87,Accessories,7
C0294,ORD101590,05/20/2024,$1186.52,Accessories,1
C0560,ORD109762,03/30/2024,915.73,Sports,2
C0662,ORD108852,06/14/2024,942.76,Electronics,7
C0692,ORD105085,07-10-2024,472.47,Sports,7
C0550,ORD103322,15-11-2024,637.53,Sports,6
C0807,ORD104232,02-10-2024,369.62,Electronics,3
C0085,ORD100084,04-09-2024,1111.46,Electronics,5
C0654,ORD105944,10/19/2024,,Accessories,6
C0054,ORD106233,2024-02-18,"1,170.41",Apparel,8
C0890,ORD100889,02-10-2024,138.13,Footwear,3
C0141,ORD103124,Feb 18 2024,922.63,Footwear,4
C0149,ORD109295,25-01-2024,541.71,Footwear,3
C0521,ORD102355,01/13/2024,537.32,Accessories,2
C0750,ORD103838,Aug 27 2024,$366.12,Footwear,8
C0613,ORD108509,2024-07-26,$1096.50,Apparel,7
C0369,ORD106937,Aug 23 2024,33.48,Beauty,7
C0597,ORD104784,05/06/2024,284.35,Home,8
C0071,ORD109844,03/10/2024,254.92,Sports,4
C0949,ORD109482,06/16/2024,$698.40,Home,3
C0757,ORD100756,2024-10-11,$636.01,,4
C0839,ORD100838,27-03-2024,$525.01,Home,1
C0624,ORD109193,09/14/2024,243.33,Accessories,7
C0780,ORD109120,03-01-2024,360.77,Home,2
C0043,ORD109816,May 09 2024,$637.00,Apparel,1
C0581,ORD106069,01/01/2024,514.50,Accessories,2
C0172,ORD109713,Dec 26 2024,933.44,Accessories,5
C0766,ORD109285,03/19/2024,-$1158.09,Footwear,2
C0880,ORD106094,Aug 30 2024,409.17,Apparel,5
C0833,ORD109799,2024-11-25,791.76,Footwear,6
C0632,ORD108233,21-02-2024,627.32,Electronics,7
C0024,ORD106449,2024-05-18,,Footwear,4
C0524,ORD106856,20-04-2024,796.16,,8
C0532,ORD105813,Nov 21 2024,$307.89,,2
C0369,ORD100368,04/14/2024,253.31,,5
C0419,ORD101829,May 05 2024,414.22,Beauty,3
C0783,ORD103637,05/21/2024,745.25,Accessories,3
C0409,ORD100408,11/17/2024,655.26,Electronics,3
C0112,ORD103398,31-07-2024,955.49,Apparel,3
C0506,ORD102971,2024-03-31,$914.70,Home,5
C0351,ORD105312,2024-11-21,573.80,Beauty,1
C0005,ORD107137,2024-06-24,-$59.73,Footwear,4
C0660,ORD105197,Apr 22 2024,710.68,Sports,8
C0125,ORD100124,10/21/2024,$355.18,Apparel,3
C0602,ORD102029,2024-10-22,$244.74,Beauty,8
C0885,ORD108041,20-01-2024,277.97,Apparel,2
C0650,ORD105226,2024-11-10,673.94,Footwear,2
C0946,ORD108315,Aug 27 2024,369.44,Apparel,6
C0074,ORD106011,10-06-2024,$247.59,Sports,8
C0816,ORD108871,2024-11-07,$742.47,,2
C0962,ORD109302,12/17/2024,"1,105.97",Sports,4
C0004,ORD101771,2024-08-27,723.98,Footwear,8
C0427,ORD106780,2024-08-16,"1,056.13",Accessories,8
C0367,ORD105316,06-02-2024,$653.45,Beauty,7
C0941,ORD103399,17-07-2024,753.26,,4
C0990,ORD106892,03-02-2024,$405.88,Sports,4
C0149,ORD109467,07-07-2024,36.16,Apparel,2
C0348,ORD103145,Jul 21 2024,780.79,Accessories,5
C0820,ORD109930,11-12-2024,$1121.37,Sports,2
C0744,ORD105744,Sep 09 2024,$802.45,Beauty,7
C0766,ORD104899,26-05-2024,555.67,Accessories,8
C0787,ORD100786,29-03-2024,307.76,Home,4
C0518,ORD105888,Jul 28 2024,688.63,Sports,2
C0245,ORD101985,10/21/2024,$969.98,Sports,4
C0187,ORD109222,01/15/2024,"1,096.12",Home,7
C0804,ORD109984,02-12-2024,656.56,Home,6
C0350,ORD107254,10/03/2024,$880.96,,8
C0250,ORD107205,08/23/2024,439.70,Sports,5
C0293,ORD106851,12/12/2024,"1,027.83",Accessories,1
C0207,ORD100206,09-08-2024,255.53,Beauty,8
C0937,ORD104316,07/09/2024,$669.32,Home,4
C0157,ORD104397,19-06-2024,$42.04,,1
C0146,ORD101848,Oct 10 2024,"1,110.14",Accessories,7
C0025,ORD106046,24-02-2024,642.68,Accessories,7
C0095,ORD106579,06/14/2024,398.76,Beauty,3
C0647,ORD100646,Aug 04 2024,$280.85,Apparel,2
C0095,ORD103074,28-05-2024,855.51,Home,8
C0063,ORD109829,12/04/2024,909.96,Sports,2
C0880,ORD102214,08/05/2024,680.81,Sports,4
C0908,ORD109312,02/15/2024,-$899.07,Footwear,3
C0383,ORD101475,26-03-2024,$256.77,Sports,5
C0261,ORD106888,08-09-2024,$100.79,Accessories,4
C0817,ORD108463,Jul 25 2024,866.16,Footwear,5
C0881,ORD109892,26-03-2024,481.92,Electronics,8
C0502,ORD102151,07/10/2024,251.26,,4
C0042,ORD103268,2024-11-03,$120.09,Electronics,4
C0694,ORD105093,May 21 2024,61.79,Apparel,5
C0485,ORD109142,01/05/2024,229.42,Sports,5
C0488,ORD103936,Feb 23 2024,437.77,Electronics,3
C0903,ORD106177,2024-09-26,$429.43,Footwear,6
C0680,ORD104541,02/15/2024,300.32,Apparel,1
C0854,ORD106462,17-08-2024,$449.30,Beauty,4
C0605,ORD109547,Dec 06 2024,85.84,Home,5
C0976,ORD108148,15-12-2024,$818.39,Beauty,3
C0391,ORD106242,11/14/2024,287.60,Footwear,8
C0830,ORD104613,2024-03-28,296.56,Accessories,5
C0737,ORD103246,08/08/2024,-$673.02,Home,7
C0870,ORD107127,12-11-2024,365.65,Beauty,4
C0079,ORD102751,01/18/2024,1008.14,Sports,1
C0987,ORD109942,2024-03-11,302.16,Beauty,3
C0098,ORD108321,Feb 19 2024,$640.21,Footwear,7
C0558,ORD100557,01/25/2024,$906.01,Accessories,3
C0197,ORD105859,May 16 2024,1188.61,Footwear,7
C0924,ORD106739,May 19 2024,94.65,Apparel,3
C0405,ORD109279,14-03-2024,$210.09,,1
C0081,ORD108536,Feb 11 2024,-$854.64,Apparel,7
C0949,ORD107737,01/16/2024,-$656.40,Sports,7
C0589,ORD109598,17-12-2024,977.62,Sports,7
C0845,ORD100844,May 26 2024,277.84,Apparel,7
C0577,ORD108222,Oct 09 2024,262.20,Apparel,3
C0303,ORD109079,2024-02-10,,Sports,7
C0240,ORD101825,Jul 24 2024,$378.29,Sports,3
C0501,ORD100500,2024-06-30,$582.75,Accessories,6
C0715,ORD103742,2024-09-24,639.32,,8
C0734,ORD109533,Dec 10 2024,619.55,Apparel,2
C0190,ORD101180,10/19/2024,"1,142.89",Electronics,7
C0611,ORD108650,2024-09-17,753.84,Apparel,2
C0182,ORD102605,09/26/2024,$48.04,Sports,5
C0062,ORD106135,Aug 23 2024,264.66,Home,5
C0173,ORD100172,2024-03-18,124.18,,4
C0127,ORD103497,2024-12-13,1177.44,Sports,6
C0433,ORD105080,08/28/2024,1172.17,Sports,8
C0982,ORD107927,10/17/2024,810.72,Beauty,7
C0014,ORD106494,26-02-2024,$77.38,Apparel,2
C0885,ORD107143,2024-11-17,$802.35,Footwear,1
C0888,ORD103285,28-11-2024,$315.09,Accessories,4
C0624,ORD108622,Oct 14 2024,"1,134.02",Sports,3
C0190,ORD104200,2024-02-25,175.72,Electronics,5
C0178,ORD102063,2024-07-06,870.07,Accessories,7
C0507,ORD106590,Dec 23 2024,438.86,Home,4
C0984,ORD104055,19-12-2024,708.29,Footwear,2
C0031,ORD109664,2024-11-04,,Home,4
C0223,ORD107879,2024-08-08,$639.36,Footwear,6
C0816,ORD104736,20-10-2024,664.46,Footwear,5
C0078,ORD108448,Jul 01 2024,943.95,Electronics,8
C0337,ORD108683,04/12/2024,564.06,Sports,3
C0839,ORD102528,Mar 16 2024,27.15,,8
C0905,ORD101388,2024-05-19,647.36,Electronics,7
C0593,ORD106915,2024-11-23,"1,089.66",Home,1
C0593,ORD109538,29-11-2024,600.11,Beauty,1
C0151,ORD106337,Mar 03 2024,$386.41,Footwear,3
C0980,ORD101998,01/14/2024,305.96,Apparel,2
C0756,ORD102040,2024-02-24,594.04,,1
C0052,ORD106280,2024-12-21,$1001.87,Electronics,3
C0891,ORD101346,22-07-2024,916.91,Apparel,4
C0914,ORD103278,Jun 02 2024,"1,193.76",Home,6
C0860,ORD109276,23-07-2024,$1019.07,Apparel,7
C0156,ORD100155,Apr 22 2024,927.12,Electronics,2
C0352,ORD107850,04-05-2024,414.80,Beauty,7
C0604,ORD109947,13-06-2024,$285.71,Electronics,4
C0084,ORD105506,2024-08-08,774.80,Home,3
C0018,ORD103367,2024-07-03,279.77,Beauty,3
C0873,ORD107194,17-10-2024,982.96,Footwear,8
C0164,ORD107173,02/17/2024,766.92,Apparel,6
C0858,ORD101922,2024-03-08,404.24,Footwear,7
C0053,ORD109132,18-08-2024,1157.71,Beauty,3
C0402,ORD100401,Feb 20 2024,423.33,Footwear,5
C0165,ORD100164,03/26/2024,591.44,Beauty,7
C0826,ORD102493,04-11-2024,130.56,Beauty,4
C0456,ORD104717,Aug 16 2024,$898.43,Accessories,2
C0909,ORD100908,20-08-2024,498.04,Electronics,6
C0125,ORD102506,07/06/2024,$273.59,Sports,3
C0626,ORD107036,03/22/2024,329.03,Home,8
C0745,ORD100744,2024-12-29,485.85,Sports,7
C0093,ORD102204,Dec 31 2024,$57.80,Accessories,8
C0010,ORD101669,Jul 27 2024,565.91,Footwear,8
C0859,ORD108909,Oct 27 2024,726.72,Beauty,4
C0850,ORD102093,23-04-2024,595.63,Apparel,3
C0885,ORD107002,2024-11-02,$94.71,Apparel,5
C0933,ORD104615,03-03-2024,-$646.38,Beauty,8
C0932,ORD108114,01/25/2024,"1,147.20",Home,1
C0415,ORD100414,09/25/2024,$62.44,Electronics,5
C0430,ORD103235,04/11/2024,,Sports,1
C0027,ORD104121,2024-10-10,150.24,Sports,3
C0888,ORD103202,2024-11-11,$1043.33,Apparel,6
C0373,ORD106137,03/26/2024,363.95,Accessories,6
C0880,ORD108858,Jul 18 2024,819.32,Accessories,2
C0118,ORD108479,21-08-2024,$1076.56,Electronics,8
C0889,ORD103451,20-01-2024,401.12,Apparel,8
C0856,ORD100855,06/22/2024,331.12,Accessories,3
C0237,ORD109739,Jul 29 2024,780.09,Apparel,5
C0569,ORD106587,09/02/2024,$168.08,Home,8
C0078,ORD102656,2024-09-22,426.18,Sports,7
C0146,ORD108317,04-08-2024,$631.37,Accessories,3
C0796,ORD104197,08-03-2024,$560.98,Electronics,2
C0161,ORD106344,08/21/2024,864.99,Footwear,7
C0100,ORD100099,Nov 02 2024,$324.32,Accessories,6
C0327,ORD100326,Jan 13 2024,714.16,,4
C0432,ORD103683,04/02/2024,556.13,Home,3
C0166,ORD104725,2024-12-09,$909.70,Sports,3
C0729,ORD102543,Mar 03 2024,518.00,Home,3
C0263,ORD105718,11/17/2024,,Beauty,3
C0025,ORD109026,21-06-2024,730.00,,7
C0561,ORD102423,03/13/2024,318.95,Beauty,2
C0342,ORD109638,Jun 18 2024,766.41,Home,1
C0343,ORD107593,24-07-2024,186.73,,4
C0014,ORD100013,Aug 24 2024,$1083.05,Beauty,1
C0109,ORD103217,May 12 2024,"1,089.88",Beauty,5
C0321,ORD108557,2024-04-24,$844.52,Accessories,4
C0301,ORD101699,Jun 04 2024,$968.58,Electronics,6
C0829,ORD106666,2024-01-17,$161.73,Home,8
C0823,ORD108010,04/17/2024,749.76,Footwear,1
C0259,ORD101971,Mar 17 2024,947.88,Sports,7
C0157,ORD103758,Nov 12 2024,1001.26,Accessories,1
C0627,ORD103743,Apr 17 2024,,Accessories,6
C0456,ORD107794,Mar 29 2024,800.23,,1
C0409,ORD101273,2024-01-30,$1198.85,Accessories,7
C0001,ORD101618,2024-01-26,1035.30,,6
C0626,ORD100625,17-02-2024,$353.70,Accessories,1
C0732,ORD103112,2024-02-22,-$1111.32,Accessories,5
C0868,ORD105972,11-05-2024,542.17,Accessories,3
C0725,ORD105969,2024-03-04,563.43,Footwear,3
C0075,ORD104540,10/28/2024,613.29,Accessories,8
C0846,ORD109872,Feb 28 2024,1017.31,Accessories,2
C0403,ORD108690,2024-11-21,$42.39,Home,5
C0725,ORD109499,03/03/2024,391.65,Sports,5
C0232,ORD106685,2024-08-18,133.75,Beauty,4
C0156,ORD105000,02/22/2024,1046.34,,3
C0196,ORD108068,Jul 25 2024,364.81,Apparel,6
C0346,ORD108313,01/08/2024,$1035.25,Sports,1
C0189,ORD108533,May 17 2024,552.60,Sports,4
C0542,ORD105419,21-09-2024,$399.14,Apparel,8
C0637,ORD109368,2024-06-16,142.55,Footwear,7
C0578,ORD101887,04/17/2024,$262.86,Footwear,7
C0807,ORD104657,Jul 29 2024,514.92,Accessories,5
C0921,ORD102805,12-11-2024,$549.81,Sports,8
C0278,ORD108136,26-12-2024,899.05,Apparel,1
C0289,ORD109617,2024-08-15,"1,067.34",Home,7
C0305,ORD106743,2024-02-14,771.24,Electronics,5
C0143,ORD103797,11/13/2024,1097.77,Apparel,3
C0046,ORD106358,11/20/2024,980.43,,4
C0376,ORD108718,03/21/2024,$437.67,Sports,3
C0089,ORD105920,11/08/2024,-$810.57,Accessories,7
C0453,ORD109667,Oct 13 2024,916.87,Footwear,3
C0556,ORD105255,10-10-2024,$618.18,,6
C0669,ORD102446,06/28/2024,624.62,Beauty,2
C0372,ORD103847,2024-08-06,146.60,Home,7
C0283,ORD109311,2024-08-27,-$165.25,Sports,8
C0465,ORD107354,2024-07-17,465.88,,2
C0063,ORD109829,12/04/2024,909.96,Sports,2
C0405,ORD104243,Sep 28 2024,145.60,Accessories,5
C0817,ORD102142,Sep 07 2024,$269.84,Sports,2
C0646,ORD109233,2024-07-22,425.99,Accessories,3
C0470,ORD109059,04/23/2024,61.61,Sports,8
C0395,ORD102622,12/04/2024,631.17,Electronics,5
C0125,ORD102828,23-03-2024,644.49,Sports,5
C0663,ORD105882,2024-04-15,551.83,Accessories,4
C0459,ORD101407,22-07-2024,679.59,Beauty,3
C0947,ORD105821,28-11-2024,,Accessories,4
C0054,ORD109486,11-03-2024,$737.12,Beauty,1
C0724,ORD104140,16-10-2024,$475.00,,7
C0481,ORD100480,07/06/2024,$134.14,Footwear,7
C0626,ORD105066,28-03-2024,805.50,Accessories,8
C0753,ORD105060,Aug 17 2024,$501.75,Electronics,1
C0717,ORD103963,Dec 12 2024,376.33,,1
C0610,ORD100609,19-10-2024,535.53,,7
C0248,ORD104599,2024-10-22,$583.81,,6
C0793,ORD101940,2024-09-04,712.52,Apparel,2
C0312,ORD108258,2024-01-18,798.31,Accessories,3
C0918,ORD100917,19-02-2024,414.86,Apparel,1
C0628,ORD100627,03-08-2024,$95.41,Electronics,4
C0201,ORD102934,2024-06-11,$272.29,Apparel,8
C0114,ORD102829,07/29/2024,128.61,Apparel,7
C0340,ORD100339,2024-06-01,$288.58,Electronics,4
C0385,ORD107628,May 19 2024,768.82,Footwear,8
C0984,ORD101565,2024-11-27,$267.19,Home,4
C0559,ORD104101,10/30/2024,121.48,Sports,6
C0503,ORD105630,2024-01-10,823.00,Footwear,7
C0022,ORD106869,05/22/2024,$480.12,Home,1
C0909,ORD101506,03/05/2024,696.93,Apparel,5
C0919,ORD100918,Nov 15 2024,296.16,Accessories,4
C0349,ORD104108,Feb 15 2024,931.75,Home,7
C0845,ORD109855,12-11-2024,866.28,Sports,2
C0236,ORD101645,Jun 14 2024,$1186.85,Accessories,4
C0869,ORD101548,Oct 05 2024,$807.20,,7
C0725,ORD101982,2024-11-12,$535.16,Home,7
C0703,ORD109288,Oct 15 2024,$1058.49,Footwear,1
C0224,ORD109277,13-09-2024,80.69,Apparel,8
C0287,ORD108273,2024-01-28,$836.81,,8
C0778,ORD105820,06/29/2024,$1048.14,Electronics,7
C0609,ORD104582,22-12-2024,$229.29,Accessories,2
C0874,ORD108197,04/30/2024,607.95,Beauty,6
C0273,ORD108127,03/29/2024,67.91,Footwear,1
